id,ssid,bssid,signal,frequency,auth,akm,cipher,timestamp,longitude,latitude,altitude
857,Brown Hollow 2,8e:a0:2d:21:88:ca,-74,2417,0,[4],0,2026-06-02T14:58:57.467266,0.0,0.0,0.0
858,Brown Hollow 2,8e:a0:2d:21:88:c2,-80,2417,0,[4],0,2026-06-02T14:58:57.467301,0.0,0.0,0.0
859,,62:1a:11:6d:e6:16,-65,2462,0,[4],0,2026-06-02T14:58:57.467336,0.0,0.0,0.0
860,,62:1a:11:4d:e6:16,-68,2462,0,[4],0,2026-06-02T14:58:57.467410,0.0,0.0,0.0
861,Simon,3c:7c:3f:97:3a:48,-88,2447,0,[4],0,2026-06-02T14:58:57.467447,0.0,0.0,0.0
862,Verizon_XLRTM9,dc:4b:a1:e0:5e:9d,-93,2437,0,[4],0,2026-06-02T14:58:57.467482,0.0,0.0,0.0
863,,06:99:12:58:1b:63,-78,2437,0,[4],0,2026-06-02T14:58:57.467517,0.0,0.0,0.0
864,,8c:90:2d:21:88:c6,-77,2417,0,[4],0,2026-06-02T14:58:57.467586,0.0,0.0,0.0
865,,06:99:12:88:1b:63,-77,2437,0,[4],0,2026-06-02T14:58:57.467621,0.0,0.0,0.0
866,M&M Lodge,24:e5:0f:4a:91:1a,-69,5745,0,[4],0,2026-06-02T14:59:50.511760,0.0,0.0,0.0
867,M&M Lodge,24:e5:0f:4a:7f:2c,-88,5745,0,[4],0,2026-06-02T14:59:50.512108,0.0,0.0,0.0
868,M&M Lodge,24:e5:0f:4a:76:71,-82,5745,0,[4],0,2026-06-02T14:59:50.512150,0.0,0.0,0.0
869,306D4721,0a:b4:b1:03:f8:e9,-61,5745,0,[],0,2026-06-02T14:59:50.512186,0.0,0.0,0.0
870,M&M Lodge,24:e5:0f:4a:7f:28,-65,2412,0,[4],0,2026-06-02T14:59:50.512222,0.0,0.0,0.0
871,M&M Lodge,24:e5:0f:4a:91:16,-51,2437,0,[4],0,2026-06-02T14:59:50.512258,0.0,0.0,0.0
872,M&M Lodge,24:e5:0f:4a:76:6d,-54,2412,0,[4],0,2026-06-02T14:59:50.512293,0.0,0.0,0.0
873,GDSH,c6:33:7c:c6:8f:b3,-74,2462,0,[],0,2026-06-02T14:59:50.512327,0.0,0.0,0.0
874,Vranes Backyard Starlink,62:1a:11:3d:e6:16,-86,5805,0,[4],0,2026-06-02T14:59:50.512365,0.0,0.0,0.0
875,Vranes Backyard Starlink,62:1a:11:2d:e6:16,-66,2462,0,[4],0,2026-06-02T14:59:50.512401,0.0,0.0,0.0
876,Vranes Home Starlink,6e:42:4e:2b:01:f3,-51,2437,0,[4],0,2026-06-02T14:59:50.512436,0.0,0.0,0.0
877,Stupacalypse Now,06:99:12:28:1b:63,-78,2437,0,[4],0,2026-06-02T14:59:50.512472,0.0,0.0,0.0
878,Brown Hollow 2,8e:a0:2d:21:88:c6,-66,2417,0,[4],0,2026-06-02T14:59:50.512507,0.0,0.0,0.0
879,,6e:42:4e:7b:01:f3,-74,5765,0,[4],0,2026-06-02T14:59:50.512587,0.0,0.0,0.0
880,Vranes Home Starlink,6e:42:4e:4b:01:f3,-74,5765,0,[4],0,2026-06-02T14:59:50.512623,0.0,0.0,0.0
881,,8c:90:2d:21:88:ca,-85,2417,0,[4],0,2026-06-02T14:59:50.512659,0.0,0.0,0.0
882,,6e:42:4e:6b:01:f3,-73,5220,0,[4],0,2026-06-02T14:59:50.512695,0.0,0.0,0.0
883,Vranes Home Starlink,6e:42:4e:3b:01:f3,-73,5220,0,[4],0,2026-06-02T14:59:50.512730,0.0,0.0,0.0
884,Stunami Internet,c8:7f:54:49:c1:68,-68,2452,0,[4],0,2026-06-02T14:59:50.512765,0.0,0.0,0.0
885,,62:1a:11:5d:e6:16,-86,5805,0,[4],0,2026-06-02T14:59:50.512800,0.0,0.0,0.0
886,Brown Hollow 2,8e:a0:2d:21:88:ca,-76,2417,0,[4],0,2026-06-02T14:59:50.512836,0.0,0.0,0.0
887,Brown Hollow 2,8e:a0:2d:21:88:c2,-79,2417,0,[4],0,2026-06-02T14:59:50.512871,0.0,0.0,0.0
888,,62:1a:11:6d:e6:16,-65,2462,0,[4],0,2026-06-02T14:59:50.512906,0.0,0.0,0.0
889,,62:1a:11:4d:e6:16,-68,2462,0,[4],0,2026-06-02T14:59:50.512941,0.0,0.0,0.0
890,Verizon_XLRTM9,dc:4b:a1:e0:5e:9d,-90,2437,0,[4],0,2026-06-02T14:59:50.512977,0.0,0.0,0.0
891,,06:99:12:58:1b:63,-78,2437,0,[4],0,2026-06-02T14:59:50.513012,0.0,0.0,0.0
892,,8c:90:2d:21:88:c6,-77,2417,0,[4],0,2026-06-02T14:59:50.513047,0.0,0.0,0.0
893,,06:99:12:88:1b:63,-77,2437,0,[4],0,2026-06-02T14:59:50.513082,0.0,0.0,0.0
894,[LG_Oven]aab8,22:28:bc:e6:aa:b8,-91,2462,0,[4],0,2026-06-02T14:59:50.513117,0.0,0.0,0.0
895,,9e:ad:43:09:34:08,-92,2412,0,"[1, 3]",0,2026-06-02T14:59:50.513153,0.0,0.0,0.0
